station_id,station_name,latitude,longitude,temperature,humidity,observation_time,location,weather,wind_speed,wind_direction,air_pressure
C2C410,中央大學,24.967652,121.185165,15.6,85.0,2026-03-03T16:20:00+08:00,桃園市中壢區,陰,4.0,50.0,-99.0
A0A460,文化大學,25.13605,121.53987,12.6,93.0,2026-03-03T16:20:00+08:00,臺北市士林區,陰,5.2,50.0,-99.0
A0A010,臺灣大學,25.014278,121.539416,15.4,88.0,2026-03-03T16:20:00+08:00,臺北市大安區,陰,1.5,50.0,-99.0
72S200,班鳩分場,22.829528,121.077694,18.6,79.0,2026-03-03T16:20:00+08:00,臺東縣卑南鄉,陰,0.9,30.0,-99.0
72S590,賓朗果園,22.813889,121.071278,18.2,-99.0,2026-03-03T16:20:00+08:00,臺東縣卑南鄉,陰,1.8,20.0,-99.0
82S580,臺東茶改,22.907694,121.130139,19.6,82.0,2026-03-03T16:20:00+08:00,臺東縣鹿野鄉,陰,1.9,20.0,-99.0
U2H480,臺大溪頭,23.670306,120.798194,16.3,98.0,2026-03-03T16:20:00+08:00,南投縣鹿谷鄉,陰,1.0,330.0,-99.0
72G600,臺中農改,24.003028,120.534389,18.2,87.0,2026-03-03T16:20:00+08:00,彰化縣大村鄉,陰,0.5,50.0,-99.0
72K220,雲林分場,23.634556,120.477333,19.0,88.0,2026-03-03T16:20:00+08:00,雲林縣斗南鎮,陰,1.1,360.0,-99.0
72N100,臺南農改,23.0605,120.342194,20.1,90.0,2026-03-03T16:20:00+08:00,臺南市新化區,陰,-99.0,-99.0,-99.0
72V140,旗南農改,22.857861,120.516667,23.4,90.0,2026-03-03T16:20:00+08:00,高雄市旗山區,多雲,3.3,320.0,-99.0
72Q010,高雄農改,22.709333,120.525889,26.0,73.0,2026-03-03T16:20:00+08:00,屏東縣長治鄉,多雲,0.7,280.0,-99.0
B2E890,新竹畜試,24.527806,120.770972,17.2,74.0,2026-03-03T16:20:00+08:00,苗栗縣西湖鄉,陰,2.5,120.0,-99.0
72C440,桃園農改,24.950944,121.030583,16.6,81.0,2026-03-03T16:20:00+08:00,桃園市新屋區,陰,6.5,50.0,-99.0
72D080,五峰站,24.612194,121.157167,11.7,99.0,2026-03-03T16:20:00+08:00,新竹縣五峰鄉,陰,1.0,10.0,-99.0
82C160,茶改場,24.908472,121.185333,15.3,78.0,2026-03-03T16:20:00+08:00,桃園市楊梅區,陰,3.7,70.0,-99.0
A2C560,農工中心,24.985917,121.239833,16.4,78.0,2026-03-03T16:20:00+08:00,桃園市中壢區,陰,1.9,70.0,-99.0
82A750,文山茶改,24.955778,121.631222,12.5,97.0,2026-03-03T16:20:00+08:00,新北市石碇區,陰,1.4,40.0,-99.0
72U480,蘭陽分場,24.686306,121.716583,16.2,91.0,2026-03-03T16:20:00+08:00,宜蘭縣三星鄉,陰,0.8,100.0,-99.0
K2E360,苗栗農改,24.495722,120.829111,16.3,81.0,2026-03-03T16:20:00+08:00,苗栗縣公館鄉,陰,4.0,30.0,-99.0
K2E710,大湖分場,24.422861,120.871833,14.6,93.0,2026-03-03T16:20:00+08:00,苗栗縣大湖鄉,陰有雨,1.8,30.0,-99.0
K2F750,種苗繁殖,24.225972,120.800917,15.7,93.0,2026-03-03T16:20:00+08:00,臺中市新社區,陰,1.8,20.0,-99.0
82H840,凍頂茶改,23.762528,120.7405,16.0,99.0,2026-03-03T16:20:00+08:00,南投縣鹿谷鄉,陰,0.8,300.0,-99.0
82H320,魚池茶改,23.875611,120.913583,16.8,99.0,2026-03-03T16:20:00+08:00,南投縣魚池鄉,陰,0.7,300.0,-99.0
U2HA50,臺大竹山,23.756972,120.681556,-99.0,-99.0,2026-03-03T16:20:00+08:00,南投縣竹山鎮,陰,-99.0,-99.0,-99.0
G2L020,嘉義農試,23.485028,120.473806,18.1,88.0,2026-03-03T16:20:00+08:00,嘉義市東區,陰,0.9,10.0,-99.0
72M360,義竹分場,23.360694,120.279361,19.4,81.0,2026-03-03T16:20:00+08:00,嘉義縣義竹鄉,陰,3.5,30.0,-99.0
B2N890,畜試所,23.058972,120.336406,19.9,91.0,2026-03-03T16:20:00+08:00,臺南市新化區,陰,2.6,10.0,-99.0
G2P820,鳳山農試,22.646611,120.356083,24.8,75.0,2026-03-03T16:20:00+08:00,高雄市鳳山區,多雲,2.0,330.0,-99.0
B2Q810,恆春畜試,21.945583,120.802167,22.3,71.0,2026-03-03T16:20:00+08:00,屏東縣恆春鎮,多雲,6.0,50.0,-99.0
72T250,花蓮農改,23.975222,121.563889,17.6,90.0,2026-03-03T16:20:00+08:00,花蓮縣吉安鄉,陰,1.3,30.0,-99.0
E2H360,蓮華池,23.918333,120.885278,18.5,98.0,2026-03-03T16:20:00+08:00,南投縣魚池鄉,陰,0.3,140.0,-99.0
72HA00,埔里分場,23.903208,120.963364,18.6,99.0,2026-03-03T16:20:00+08:00,南投縣魚池鄉,陰,-99.0,-99.0,-99.0
U2HA30,臺大和社,23.590856,120.888864,18.9,99.0,2026-03-03T16:20:00+08:00,南投縣信義鄉,陰,0.0,0.0,-99.0
U2HA40,臺大內茅埔,23.689722,120.851117,16.8,99.0,2026-03-03T16:20:00+08:00,南投縣信義鄉,陰,0.7,310.0,-99.0
G2M350,溪口農場,23.58565,120.408111,18.6,86.0,2026-03-03T16:20:00+08:00,嘉義縣溪口鄉,陰,2.3,360.0,-99.0
E2K600,四湖植物園,23.676986,120.163433,18.9,97.0,2026-03-03T16:20:00+08:00,雲林縣四湖鄉,陰,2.3,50.0,-99.0
G2F820,農業試驗所,24.031261,120.688133,18.0,90.0,2026-03-03T16:20:00+08:00,臺中市霧峰區,陰有雨,1.1,320.0,-99.0
72M700,嘉義分場,23.416869,120.283061,18.6,87.0,2026-03-03T16:20:00+08:00,嘉義縣鹿草鄉,陰,3.9,20.0,-99.0
72N240,七股研究中心,23.081672,120.062894,19.9,83.0,2026-03-03T16:20:00+08:00,臺南市七股區,陰,5.6,20.0,-99.0
42HA10,萬大發電廠,23.978875,121.139639,17.3,93.0,2026-03-03T16:20:00+08:00,南投縣仁愛鄉,陰,0.3,160.0,-99.0
12Q970,東港工作站,22.479997,120.466058,25.7,73.0,2026-03-03T16:20:00+08:00,屏東縣東港鎮,多雲,1.9,270.0,-99.0
12J990,口湖工作站,23.589978,120.180394,18.3,85.0,2026-03-03T16:20:00+08:00,雲林縣口湖鄉,陰,4.2,40.0,-99.0
12Q980,恆春工作站,22.079678,120.714425,22.3,71.0,2026-03-03T16:20:00+08:00,屏東縣車城鄉,多雲,12.2,70.0,-99.0
V2K610,大庄合作社,23.8068,120.367939,17.6,88.0,2026-03-03T16:20:00+08:00,雲林縣二崙鄉,陰,1.8,40.0,-99.0
V2K620,麥寮合作社,23.753836,120.294783,-99.0,-99.0,2026-03-03T16:20:00+08:00,雲林縣麥寮鄉,陰,-99.0,-99.0,-99.0
E2S980,太麻里(1),22.598922,120.980044,20.5,78.0,2026-03-03T16:20:00+08:00,臺東縣太麻里鄉,陰,0.9,30.0,-99.0
E2S960,太麻里(2),22.598,120.99775,21.4,78.0,2026-03-03T16:20:00+08:00,臺東縣太麻里鄉,陰,2.6,40.0,-99.0
72AI40,桃改臺北,24.944503,121.386972,15.3,85.0,2026-03-03T16:20:00+08:00,新北市樹林區,陰,5.1,50.0,-99.0
E2HA20,畢祿溪站,24.226944,121.308522,11.7,99.0,2026-03-03T16:20:00+08:00,南投縣仁愛鄉,陰有雨,0.0,0.0,-99.0
A2N290,蘭花園區,23.340258,120.379661,20.0,84.0,2026-03-03T16:20:00+08:00,臺南市後壁區,陰,2.8,20.0,-99.0
B2U990,宜蘭畜試,24.669039,121.832561,16.3,98.0,2026-03-03T16:20:00+08:00,宜蘭縣五結鄉,陰,2.8,10.0,-99.0
A2K630,雲林臺大,23.730628,120.423903,16.7,99.0,2026-03-03T16:20:00+08:00,雲林縣虎尾鎮,陰,2.8,10.0,-99.0
E2P980,六龜林試,22.991703,120.645722,22.7,96.0,2026-03-03T16:20:00+08:00,高雄市六龜區,多雲,0.8,30.0,-99.0
E2P990,扇平林試,22.9677,120.685703,-99.0,-99.0,2026-03-03T16:20:00+08:00,高雄市茂林區,多雲,-99.0,-99.0,-99.0
A2K360,臺西水試,23.717231,120.190522,-99.0,-99.0,2026-03-03T16:20:00+08:00,雲林縣臺西鄉,陰,5.0,30.0,-99.0
V2C250,八德合作社,24.93775,121.266389,-99.0,-99.0,2026-03-03T16:20:00+08:00,桃園市八德區,陰,-99.0,-99.0,-99.0
V2C260,八德蔬果,24.978508,121.281819,16.0,76.0,2026-03-03T16:20:00+08:00,桃園市八德區,陰,4.8,60.0,-99.0
72D680,新埔工作站,24.834444,121.066111,17.0,72.0,2026-03-03T16:20:00+08:00,新竹縣新埔鎮,陰,3.4,60.0,-99.0
G2AI50,台農院關渡站,25.11575,121.492,17.2,69.0,2026-03-03T16:20:00+08:00,臺北市北投區,陰,3.6,110.0,-99.0
CAH030,茶改場竹圍站,23.86008,120.6375,16.5,95.0,2026-03-03T16:20:00+08:00,南投縣名間鄉,陰,0.5,20.0,-99.0
CAN130,水試所海水繁養殖中心,23.120802,120.079676,19.7,85.0,2026-03-03T16:20:00+08:00,臺南市七股區,陰,6.7,20.0,-99.0
CAL110,布袋國中,23.35893,120.18026,18.7,86.0,2026-03-03T16:20:00+08:00,嘉義縣布袋鎮,陰,4.1,20.0,-99.0
CAG100,王功漁港,23.96824,120.32586,-99.0,-99.0,2026-03-03T16:20:00+08:00,彰化縣芳苑鄉,陰,8.2,40.0,-99.0
CAJ050,海口故事園區,23.57543,120.14121,-99.0,-99.0,2026-03-03T16:20:00+08:00,雲林縣口湖鄉,陰,-99.0,-99.0,-99.0
CAN140,六官養殖協會,23.22881,120.29962,19.8,80.0,2026-03-03T16:20:00+08:00,臺南市六甲區,陰,4.3,30.0,-99.0
CAQ030,崎峰國小,22.42565,120.49521,-99.0,-99.0,2026-03-03T16:20:00+08:00,屏東縣林邊鄉,陰,3.1,260.0,-99.0
C2M960,外寮,23.562643,120.665688,17.2,97.0,2026-03-03T16:20:00+08:00,嘉義縣梅山鄉,陰,3.8,170.0,-99.0
C2M970,碧湖,23.568632,120.624165,17.4,99.0,2026-03-03T16:20:00+08:00,嘉義縣梅山鄉,陰,5.0,200.0,-99.0
C2R170,屏東,22.660269,120.494027,26.0,73.0,2026-03-03T16:20:00+08:00,屏東縣屏東市,多雲,0.5,290.0,-99.0
C2V310,美濃,22.898792,120.51907,23.9,86.0,2026-03-03T16:20:00+08:00,高雄市美濃區,多雲,2.6,330.0,-99.0
C2M980,安和,23.51377,120.31593,18.1,88.0,2026-03-03T16:20:00+08:00,嘉義縣新港鄉,陰,4.2,10.0,-99.0
C2M990,大巃頂,23.5547,120.61439,17.1,100.0,2026-03-03T16:20:00+08:00,嘉義縣梅山鄉,陰,2.3,310.0,-99.0
C2N170,茅港尾,23.2061,120.2624,20.6,80.0,2026-03-03T16:20:00+08:00,臺南市下營區,陰,2.0,360.0,-99.0
C2R980,竹田國中,22.61532,120.52412,26.3,72.0,2026-03-03T16:20:00+08:00,屏東縣竹田鄉,多雲,1.9,280.0,-99.0
C2R990,泰武,22.60686,120.69765,20.8,85.0,2026-03-03T16:20:00+08:00,屏東縣泰武鄉,陰,1.0,200.0,-99.0
C2TA60,六十石,23.22477,121.31861,12.8,100.0,2026-03-03T16:20:00+08:00,花蓮縣富里鄉,陰,3.9,30.0,-99.0
C2TA70,赤科坪,23.39885,121.39168,12.9,100.0,2026-03-03T16:20:00+08:00,花蓮縣玉里鎮,陰,0.7,210.0,-99.0
C2UC10,出水溪,24.615822,121.652253,12.1,99.0,2026-03-03T16:20:00+08:00,宜蘭縣大同鄉,陰有雨,0.6,100.0,-99.0
C2UC20,長嶺,24.70894,121.61162,12.8,99.0,2026-03-03T16:20:00+08:00,宜蘭縣員山鄉,陰,1.0,140.0,-99.0
C2E980,和興,24.505319,120.923016,12.6,100.0,2026-03-03T16:20:00+08:00,苗栗縣獅潭鄉,陰,3.0,30.0,-99.0
C2E990,新坪頂,24.30201,120.8574,14.0,97.0,2026-03-03T16:20:00+08:00,苗栗縣卓蘭鎮,陰,3.1,20.0,-99.0
C2H9Y0,松茗,23.8167,120.650765,16.8,97.0,2026-03-03T16:20:00+08:00,南投縣名間鄉,陰,1.3,340.0,-99.0
C2RA10,大新,22.67558,120.57788,25.4,73.0,2026-03-03T16:20:00+08:00,屏東縣內埔鄉,多雲,2.6,320.0,-99.0
C2TA90,加納納,23.466421,121.359867,17.3,90.0,2026-03-03T16:20:00+08:00,花蓮縣瑞穗鄉,陰,2.0,40.0,-99.0
C2TB30,吉安,23.94538,121.54803,17.2,94.0,2026-03-03T16:20:00+08:00,花蓮縣吉安鄉,陰,0.5,50.0,-99.0
C2K290,崙內,23.69525,120.35601,17.6,90.0,2026-03-03T16:20:00+08:00,雲林縣土庫鎮,陰,2.7,20.0,-99.0
C2K300,鹿南,23.63855,120.3636,17.9,90.0,2026-03-03T16:20:00+08:00,雲林縣元長鄉,陰,4.1,10.0,-99.0
C2K250,崙背,23.75553,120.31893,17.3,90.0,2026-03-03T16:20:00+08:00,雲林縣崙背鄉,陰,3.3,30.0,-99.0
C2K280,四湖,23.6304,120.22717,18.4,86.0,2026-03-03T16:20:00+08:00,雲林縣四湖鄉,陰,2.9,40.0,-99.0
C2X060,下營,23.226806,120.256291,20.7,79.0,2026-03-03T16:20:00+08:00,臺南市下營區,陰,3.0,360.0,-99.0
C2S9B0,利吉,22.86246,121.15486,20.6,81.0,2026-03-03T16:20:00+08:00,臺東縣卑南鄉,陰,2.1,330.0,-99.0
C2S9A0,北份子寮,22.78561,121.07813,20.5,73.0,2026-03-03T16:20:00+08:00,臺東縣卑南鄉,陰,2.5,20.0,-99.0
C2SD50,順那,23.04166,121.29332,19.2,89.0,2026-03-03T16:20:00+08:00,臺東縣東河鄉,陰,0.8,40.0,-99.0
C2SD70,二層坪,22.94105,121.16838,19.4,82.0,2026-03-03T16:20:00+08:00,臺東縣鹿野鄉,陰,-99.0,-99.0,-99.0
C2SD60,明峰,22.8671,121.11825,18.2,86.0,2026-03-03T16:20:00+08:00,臺東縣卑南鄉,陰,4.3,10.0,-99.0
C2SD80,再來山,23.34371,121.44122,18.6,78.0,2026-03-03T16:20:00+08:00,臺東縣長濱鄉,陰,1.5,340.0,-99.0
C2TB80,庄子底,23.71794,121.49438,17.4,93.0,2026-03-03T16:20:00+08:00,花蓮縣鳳林鎮,陰,1.3,30.0,-99.0
C2TB90,長橋,23.6874,121.46186,17.4,94.0,2026-03-03T16:20:00+08:00,花蓮縣鳳林鎮,陰,1.1,60.0,-99.0
C2TB50,麻汝,23.42554,121.39358,17.3,85.0,2026-03-03T16:20:00+08:00,花蓮縣玉里鎮,陰,-99.0,-99.0,-99.0
C2TB70,達谷寮,23.38,121.35968,18.3,87.0,2026-03-03T16:20:00+08:00,花蓮縣玉里鎮,陰,1.4,350.0,-99.0
C2TB60,南安,23.29818,121.26157,18.4,86.0,2026-03-03T16:20:00+08:00,花蓮縣卓溪鄉,陰,2.3,210.0,-99.0
C2H9X0,福盛,23.89353,120.84077,-99.0,-99.0,2026-03-03T16:20:00+08:00,南投縣中寮鄉,陰,-99.0,-99.0,-99.0
C2G9C0,埔南,23.99124,120.46969,18.6,74.0,2026-03-03T16:20:00+08:00,彰化縣埔鹽鄉,陰,5.5,20.0,-99.0
C2G9E0,移民庄,23.9784,120.40283,18.9,74.0,2026-03-03T16:20:00+08:00,彰化縣二林鎮,陰,4.3,20.0,-99.0
C2K310,港尾布雞,23.74834,120.38439,17.3,90.0,2026-03-03T16:20:00+08:00,雲林縣崙背鄉,陰,3.8,30.0,-99.0
C2M9A0,大華,23.4824,120.67491,18.2,97.0,2026-03-03T16:20:00+08:00,嘉義縣竹崎鄉,陰,0.4,360.0,-99.0
C2M9D0,何竹子腳,23.53641,120.38203,-99.0,-99.0,2026-03-03T16:20:00+08:00,嘉義縣民雄鄉,陰,-99.0,-99.0,-99.0
C2M9C0,紫雲,23.494914,120.540253,18.0,94.0,2026-03-03T16:20:00+08:00,嘉義縣竹崎鄉,陰,1.6,320.0,-99.0
C2M9E0,旺來山,23.555153,120.486463,18.0,91.0,2026-03-03T16:20:00+08:00,嘉義縣民雄鄉,陰,2.3,10.0,-99.0
C2M9B0,西興,23.2428,120.57617,20.3,98.0,2026-03-03T16:20:00+08:00,嘉義縣大埔鄉,陰,1.1,280.0,-99.0
C2N190,烏樹,23.32393,120.36989,19.6,87.0,2026-03-03T16:20:00+08:00,臺南市後壁區,陰,1.6,10.0,-99.0
C2N180,鹿陶洋,23.14325,120.48352,21.8,88.0,2026-03-03T16:20:00+08:00,臺南市楠西區,陰,0.5,210.0,-99.0
C2V920,匏子寮,23.04905,120.55319,22.2,92.0,2026-03-03T16:20:00+08:00,高雄市甲仙區,多雲,1.6,30.0,-99.0
C2V580,瑞山,22.90304,120.43424,21.7,93.0,2026-03-03T16:20:00+08:00,高雄市內門區,多雲,1.9,330.0,-99.0
C2R9A0,高士國小,22.12553,120.84653,20.5,83.0,2026-03-03T16:20:00+08:00,屏東縣牡丹鄉,多雲,2.8,20.0,-99.0
C2M530,奮起湖,23.493903,120.699253,15.8,99.0,2026-03-03T16:20:00+08:00,嘉義縣竹崎鄉,陰,0.9,230.0,-99.0
C2M810,里佳,23.389125,120.716647,16.0,99.0,2026-03-03T16:20:00+08:00,嘉義縣阿里山鄉,陰,1.6,240.0,-99.0
C2C590,觀音,25.027072,121.153317,15.7,84.0,2026-03-03T16:20:00+08:00,桃園市觀音區,陰,2.7,30.0,-99.0
C2E420,竹南,24.70898,120.88897,17.5,76.0,2026-03-03T16:20:00+08:00,苗栗縣竹南鎮,陰,4.2,40.0,-99.0
C2E430,南庄,24.601775,121.000214,15.1,90.0,2026-03-03T16:20:00+08:00,苗栗縣南庄鄉,陰,1.6,360.0,-99.0
C2W230,畜試所澎湖,23.628342,119.513206,18.9,84.0,2026-03-03T16:20:00+08:00,澎湖縣西嶼鄉,陰,6.5,20.0,-99.0
C2E880,三義,24.405478,120.749819,12.9,99.0,2026-03-03T16:20:00+08:00,苗栗縣三義鄉,陰,5.7,50.0,-99.0
C2FA00,烏石坑,24.273503,120.947617,16.6,99.0,2026-03-03T16:20:00+08:00,臺中市和平區,陰,0.0,0.0,-99.0
C2F9A0,中竹林,24.103556,120.751061,16.3,99.0,2026-03-03T16:20:00+08:00,臺中市太平區,陰有雨,1.0,290.0,-99.0
C2G840,北斗,23.877586,120.514222,17.0,98.0,2026-03-03T16:20:00+08:00,彰化縣北斗鎮,陰,0.6,360.0,-99.0
C2H950,中寮,23.884447,120.766406,17.3,96.0,2026-03-03T16:20:00+08:00,南投縣中寮鄉,陰,0.6,300.0,-99.0
C2I090,鳳凰,23.728081,120.787347,16.3,100.0,2026-03-03T16:20:00+08:00,南投縣鹿谷鄉,陰,1.3,40.0,-99.0
C2F860,梨山,24.247522,121.243669,11.0,98.0,2026-03-03T16:20:00+08:00,臺中市和平區,陰,4.4,200.0,-99.0
C2K240,草嶺,23.59555,120.693461,17.0,100.0,2026-03-03T16:20:00+08:00,雲林縣古坑鄉,陰,2.2,250.0,-99.0
C2E520,大湖,24.414939,120.870872,14.6,96.0,2026-03-03T16:20:00+08:00,苗栗縣大湖鄉,陰有雨,0.9,30.0,-99.0
C2F000,大肚,24.15295,120.572117,16.3,84.0,2026-03-03T16:20:00+08:00,臺中市大肚區,陰,3.1,30.0,-99.0
C2E540,龍溪,24.606489,120.783933,16.7,79.0,2026-03-03T16:20:00+08:00,苗栗縣後龍鎮,陰,5.5,40.0,-99.0
C2F930,大甲,24.347667,120.640403,17.4,77.0,2026-03-03T16:20:00+08:00,臺中市大甲區,陰,0.9,40.0,-99.0
C2G870,芳苑,23.922303,120.320025,18.4,80.0,2026-03-03T16:20:00+08:00,彰化縣芳苑鄉,陰,3.7,20.0,-99.0
C2G640,鹿港,24.0753,120.430481,18.1,80.0,2026-03-03T16:20:00+08:00,彰化縣鹿港鎮,陰,3.7,20.0,-99.0
C2M910,嘉義大學,23.471325,120.485903,18.7,89.0,2026-03-03T16:20:00+08:00,嘉義市東區,陰,1.3,350.0,-99.0
C2O950,安南,23.076694,120.144861,20.8,83.0,2026-03-03T16:20:00+08:00,臺南市安南區,陰,2.0,360.0,-99.0
C2M410,馬頭山,23.324361,120.582017,23.0,88.0,2026-03-03T16:20:00+08:00,嘉義縣大埔鄉,陰,1.7,100.0,-99.0
C2O810,曾文,23.219681,120.497328,21.2,91.0,2026-03-03T16:20:00+08:00,臺南市楠西區,陰,1.0,160.0,-99.0
C2O930,玉井,23.126042,120.46055,22.0,88.0,2026-03-03T16:20:00+08:00,臺南市玉井區,陰,0.4,260.0,-99.0
C2V260,月眉,22.971003,120.539853,24.2,86.0,2026-03-03T16:20:00+08:00,高雄市杉林區,多雲,0.3,120.0,-99.0
C2V250,甲仙,23.080106,120.591758,23.3,89.0,2026-03-03T16:20:00+08:00,高雄市甲仙區,多雲,0.3,260.0,-99.0
C2N160,西拉雅風管處,23.189481,120.335297,19.8,86.0,2026-03-03T16:20:00+08:00,臺南市官田區,陰,2.7,10.0,-99.0
C2A920,富貴角,25.263783,121.565258,13.6,94.0,2026-03-03T16:20:00+08:00,新北市石門區,陰,2.9,60.0,-99.0
C2A880,福隆,25.017842,121.942083,15.6,91.0,2026-03-03T16:20:00+08:00,新北市貢寮區,陰有雨,2.1,10.0,-99.0
C2A540,四堵,24.8926,121.745736,13.0,97.0,2026-03-03T16:20:00+08:00,新北市坪林區,陰,0.3,310.0,-99.0
C2A560,福山,24.776203,121.502811,14.2,96.0,2026-03-03T16:20:00+08:00,新北市烏來區,陰有雨,0.1,0.0,-99.0
C2D720,關西工作站,24.757275,121.184792,15.1,89.0,2026-03-03T16:20:00+08:00,新竹縣關西鎮,陰,1.5,80.0,-99.0
C2D730,寶山農場,24.732444,120.976153,17.1,76.0,2026-03-03T16:20:00+08:00,新竹縣寶山鄉,陰,2.1,140.0,-99.0
C2H9K0,屯原,24.067969,121.209389,11.8,100.0,2026-03-03T16:20:00+08:00,南投縣仁愛鄉,陰,6.5,220.0,-99.0
